ID,Job_Title,Salary_Estimate,FIELD4,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_SalaryK,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
744,"Data Engineer","$42K-$79K (Glassdoor est.)",NULL,3.4,"IntraEdge
3.4","Scottsdale, AZ","Chandler, AZ","501 - 1000",2002,"Company - Private","IT Services","Information Technology","$50 to $100 million (USD)",-1,0,0,42,79,60.5,IntraEdge,AZ,19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"data engineer",na,na
745,"Lead Data Scientist","$139K-$221K (Glassdoor est.)",NULL,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA","51 - 200",2009,"Company - Private","Financial Analytics & Research",Finance,"$50 to $100 million (USD)",-1,0,0,139,221,180.0,"Zest AI",CA,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",sr,M
746,"Technology-Minded, Data Professional Opportunities","$40K-$101K (Glassdoor est.)",NULL,4.7,"Veterans United Home Loans
4.7","Columbia, MO","Columbia, MO","1001 - 5000",2002,"Company - Private",Lending,Finance,"Unknown / Non-Applicable",-1,0,0,40,101,70.5,"Veterans United Home Loans",MO,19,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,na,na,na
747,"Big Data Engineer","$84K-$153K (Glassdoor est.)",NULL,3.3,"Peraton
3.3","Chantilly, VA","Herndon, VA","1001 - 5000",2017,"Company - Private","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)",-1,0,0,84,153,118.5,Peraton,VA,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"data engineer",na,na
748,"Salesforce Analytics Consultant","$52K-$81K (Glassdoor est.)",NULL,3.9,"Emtec, Inc.
3.9","Chicago, IL","Jacksonville, FL","501 - 1000",1995,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)",-1,0,0,52,81,66.5,"Emtec, Inc.",IL,26,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,"data analitics",na,M
749,"Managing Data Scientist/ML Engineer","$81K-$134K (Glassdoor est.)",NULL,3.4,"PA Consulting
3.4","Boston, MA","London, United Kingdom","1001 - 5000",1943,"Company - Private",Consulting,"Business Services","$100 to $500 million (USD)","McKinsey & Company, Accenture, Deloitte",0,0,81,134,107.5,"PA Consulting",MA,78,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,"data scientist",na,na
750,"Senior Data Engineer","$97K-$180K (Glassdoor est.)",NULL,4.7,"Praetorian
4.7","Austin, TX","Austin, TX","51 - 200",2010,"Company - Private","Security Services","Business Services","$10 to $25 million (USD)",-1,0,0,97,180,138.5,Praetorian,TX,11,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"data engineer",sr,na
751,"Staff Scientist- Upstream PD","$49K-$113K (Glassdoor est.)",NULL,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD","201 - 500",1961,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$25 to $50 million (USD)",-1,0,0,49,113,81.0,"Advanced BioScience Laboratories",MD,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
752,"Data Engineering Analyst","$44K-$73K (Glassdoor est.)",NULL,3.8,"COUNTRY Financial
3.8","Bloomington, IL","Bloomington, IL","1001 - 5000",1925,"Company - Private","Insurance Carriers",Insurance,"$2 to $5 billion (USD)","Northwestern Mutual, American Family Insurance, MetLife",0,0,44,73,58.5,"COUNTRY Financial",IL,96,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"data engineer",na,M
753,"Sr. Data Engineer","$75K-$140K (Glassdoor est.)",NULL,3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL","1001 - 5000",2005,"Company - Public","Transportation Management","Transportation & Logistics","$2 to $5 billion (USD)","C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,"Echo Global Logistics",IL,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",sr,na
754,"Scientist, Pharmacometrics","$84K-$157K (Glassdoor est.)",NULL,3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA","501 - 1000",2008,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$50 to $100 million (USD)",-1,0,0,84,157,120.5,"Agios Pharmaceuticals",MA,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"other scientist",na,M
755,"Manager of Data Science","$40K-$87K (Glassdoor est.)",NULL,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA","201 - 500",2007,"Company - Private",Internet,"Information Technology","$10 to $25 million (USD)","FLURRY, Chartboost",0,0,40,87,63.5,Tapjoy,CA,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"data scientist",na,na
756,"Scientist Manufacturing Pharma - Kentucky BioProcessing","$68K-$139K (Glassdoor est.)",NULL,3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC","5001 - 10000",1875,"Company - Private","Consumer Products Manufacturing",Manufacturing,"$10+ billion (USD)",-1,0,0,68,139,103.5,"Reynolds American",KY,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
757,"Software Engineer (Data Scientist/Software Engineer) - SISW - MG","$72K-$142K (Glassdoor est.)",NULL,4.1,"Mentor Graphics
4.1","Fremont, CA","Wilsonville, OR","5001 - 10000",1981,"Company - Public","Computer Hardware & Software","Information Technology","$1 to $2 billion (USD)","Cadence Design Systems, Synopsys, Altium Limited",0,0,72,142,107.0,"Mentor Graphics",CA,40,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"data scientist",na,na
758,"Data Engineer","$74K-$137K (Glassdoor est.)",NULL,3.7,"Maxar Technologies
3.7","Springfield, VA","Westminster, CO","5001 - 10000",-1,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)",-1,0,0,74,137,105.5,"Maxar Technologies",VA,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"data engineer",na,na
759,"Data Engineer","$57K-$109K (Glassdoor est.)",NULL,2.8,"ICW Group
2.8","San Diego, CA","San Diego, CA","501 - 1000",1972,"Company - Private","Insurance Carriers",Insurance,"$500 million to $1 billion (USD)","Liberty Mutual Insurance, EMPLOYERS, Travelers",0,0,57,109,83.0,"ICW Group",CA,49,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"data engineer",na,na
761,"Lead Big Data Engineer","$121K-$203K (Glassdoor est.)",NULL,4.0,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA","1001 - 5000",2007,"Company - Private",Internet,"Information Technology","Unknown / Non-Applicable","Indeed, LinkedIn",0,0,121,203,162.0,Glassdoor,CA,14,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"data engineer",sr,na
763,"Product Engineer – Spatial Data Science and Statistical Analysis","$52K-$85K (Glassdoor est.)",NULL,3.5,"Esri
3.5","Redlands, CA","Redlands, CA","1001 - 5000",1969,"Company - Private","Computer Hardware & Software","Information Technology","$1 to $2 billion (USD)","Pitney Bowes",0,0,52,85,68.5,Esri,CA,52,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,"data scientist",na,M
766,"Sr Software Engineer (Data Scientist)","$81K-$140K (Glassdoor est.)",NULL,3.4,"Assurant
3.4","Westlake, OH","New York, NY",10000+,1978,"Company - Public","Insurance Carriers",Insurance,"$5 to $10 billion (USD)","Asurion, SquareTrade, National General Insurance",0,0,81,140,110.5,Assurant,OH,43,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,"data scientist",sr,na
767,"Sr. Data Engineer (ETL Developer)","$83K-$148K (Glassdoor est.)",NULL,3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA","201 - 500",-1,"Subsidiary or Business Segment","Insurance Carriers",Insurance,"$100 to $500 million (USD)",-1,0,0,83,148,115.5,F&G,IA,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"data engineer",sr,na
768,"Associate Research Scientist I (Protein Expression and Production)","$59K-$116K (Glassdoor est.)",NULL,3.0,"Exelixis
3.0","Alameda, CA","Alameda, CA","501 - 1000",1994,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Genentech, Novartis, AstraZeneca",0,0,59,116,87.5,Exelixis,CA,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,M
769,"Senior Data Scientist Artificial Intelligence","$60K-$101K (Glassdoor est.)",NULL,3.8,"PNNL
3.8","Richland, WA","Richland, WA","1001 - 5000",1965,Government,Energy,"Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"data scientist",sr,M
773,"Analytics - Business Assurance Data Analyst","$31K-$55K (Glassdoor est.)",NULL,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA","501 - 1000",1992,"Company - Private",Lending,Finance,"$100 to $500 million (USD)",-1,0,0,31,55,43.0,"GreatAmerica Financial Services",IA,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na
776,"Associate Director/Director, Safety Scientist","$102K-$178K (Glassdoor est.)",NULL,4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA","201 - 500",2003,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable",-1,0,0,102,178,140.0,"Acceleron Pharma",MA,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,director,na,P
777,"Director, Precision Medicine Clinical Biomarker Scientist","$136K-$208K (Glassdoor est.)",NULL,4.0,"Pfizer
4.0","Cambridge, MA","New York, NY",10000+,1849,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)",-1,0,0,136,208,172.0,Pfizer,MA,172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,director,na,P
778,"Senior Scientist, Cell Pharmacology/Assay Development","Employer Provided Salary:$110K-$130K",NULL,-1.0,"Kronos Bio","Cambridge, MA","San Mateo, CA",unknown,-1,"Company - Private",-1,-1,"Unknown / Non-Applicable",-1,0,1,110,130,120.0,"Kronos Bi",MA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
779,"Data Analyst Senior","$48K-$85K (Glassdoor est.)",NULL,3.0,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA","5001 - 10000",1983,"Company - Private","Insurance Carriers",Insurance,"$5 to $10 billion (USD)","UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,"AmeriHealth Caritas",PA,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,analyst,sr,M
780,"Senior Formulations Scientist II","$71K-$129K (Glassdoor est.)",NULL,3.0,"Exelixis
3.0","Alameda, CA","Alameda, CA","501 - 1000",1994,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Genentech, Novartis, AstraZeneca",0,0,71,129,100.0,Exelixis,CA,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
781,"Lead Data Engineer (Python)","$66K-$123K (Glassdoor est.)",NULL,4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA","51 - 200",2006,"Company - Private","Staffing & Outsourcing","Business Services","$1 to $5 million (USD)",-1,0,0,66,123,94.5,"Strategic Employment Partners",CA,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"data engineer",sr,na
782,"Data Science Manager","$171K-$272K (Glassdoor est.)",NULL,4.2,"Grand Rounds
4.2","San Francisco, CA","San Francisco, CA","501 - 1000",2011,"Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable",-1,0,0,171,272,221.5,"Grand Rounds",CA,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,na
783,"Senior Data Scientist 4 Artificial Intelligence","$92K-$146K (Glassdoor est.)",NULL,3.8,"PNNL
3.8","Seattle, WA","Richland, WA","1001 - 5000",1965,Government,Energy,"Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119.0,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"data scientist",sr,M
784,"Data Engineer","$65K-$126K (Glassdoor est.)",NULL,3.5,"SPINS, LLC
3.5","Chicago, IL","Chicago, IL","201 - 500",1995,"Company - Private",Consulting,"Business Services","$50 to $100 million (USD)",-1,0,0,65,126,95.5,"SPINS, LLC",IL,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,M
785,"Director II, Data Science - GRS Predictive Analytics","$150K-$239K (Glassdoor est.)",NULL,3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+,1912,"Company - Private","Insurance Carriers",Insurance,"$10+ billion (USD)","Travelers, Allstate, State Farm",0,0,150,239,194.5,"Liberty Mutual Insurance",IL,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"data scientist",na,P
786,"Medical Lab Scientist - MLT","$21-$29 Per Hour(Glassdoor est.)",NULL,3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+,1996,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$10+ billion (USD)","Dignity Health, Trinity Health",1,0,43,60,51.5,"Catholic Health Initiatives",NE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
787,"Senior Operations Data Analyst, Call Center Operations","$10-$17 Per Hour(Glassdoor est.)",NULL,2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA","5001 - 10000",2000,"Company - Public","Financial Transaction Processing",Finance,"$2 to $5 billion (USD)",-1,1,0,20,35,27.5,FLEETCOR,TN,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
788,"Senior Quantitative Analyst","$118K-$228K (Glassdoor est.)",NULL,3.3,"DTCC
3.3","Jersey City, NJ","New York, NY","1001 - 5000",1973,"Company - Private","Brokerage Services",Finance,"$1 to $2 billion (USD)",-1,0,0,118,228,173.0,DTCC,NJ,48,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,na
789,"Geospatial Software Developer and Data Scientist","$82K-$129K(Employer est.)",NULL,3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX","501 - 1000",-1,"College / University","Colleges & Universities",Education,"Unknown / Non-Applicable",-1,0,0,82,129,105.5,"Applied Research Laboratories",TX,-1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,"data scientist",na,na
790,"RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT","$52K-$91K (Glassdoor est.)",NULL,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX","1001 - 5000",1947,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)","Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,"Southwest Research Institute",TX,74,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,na
791,"Senior Scientist - Toxicologist - Product Integrity (Stewardship)","$47K-$101K (Glassdoor est.)",NULL,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC","5001 - 10000",1875,"Company - Private","Consumer Products Manufacturing",Manufacturing,"$10+ billion (USD)",-1,0,0,47,101,74.0,"Reynolds American",NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,M
794,"Systems Engineer II - Data Analyst","$49K-$76K (Glassdoor est.)",NULL,3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+,1922,"Company - Public","Aerospace & Defense","Aerospace & Defense","$10+ billion (USD)",-1,0,0,49,76,62.5,Raytheon,AL,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
795,"Senior Research Analytical Scientist-Non-Targeted Analysis","$43K-$88K (Glassdoor est.)",NULL,4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC","1001 - 5000",1958,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)","Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,"RTI International",NC,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
797,"Data Scientist","$61K-$109K (Glassdoor est.)",NULL,3.8,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA","Coraopolis, PA",10000+,1948,"Company - Public","Sporting Goods Stores",Retail,"$5 to $10 billion (USD)","REI, Academy Sports + Outdoors, Cabela's",0,0,61,109,85.0,"DICK'S Sporting Goods - Corporate",PA,73,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"data scientist",na,M
799,"Principal Data Scientist","$113K-$182K (Glassdoor est.)",NULL,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+,1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Roche, GlaxoSmithKline, Novartis",0,0,113,182,147.5,AstraZeneca,MD,108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",sr,P
802,"Director Data Science","$124K-$199K (Glassdoor est.)",NULL,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ","1001 - 5000",1989,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable",-1,0,0,124,199,161.5,TRANZACT,NJ,32,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,"data scientist",na,na
803,"Data Engineer","$58K-$104K (Glassdoor est.)",NULL,3.7,"Carilion Clinic
3.7","Roanoke, VA","Roanoke, VA",10000+,1899,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$1 to $2 billion (USD)",-1,0,0,58,104,81.0,"Carilion Clinic",VA,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,M
804,"Sr Data Analyst - IT","$52K-$93K (Glassdoor est.)",NULL,2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA","1001 - 5000",2003,"Other Organization","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)","Covance, ICON",0,0,52,93,72.5,"United BioSource",PA,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
806,"Senior Data Engineer","$97K-$181K (Glassdoor est.)",NULL,3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA","51 - 200",2008,"Company - Public","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)",-1,0,0,97,181,139.0,"Figure Eight",CA,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"data engineer",sr,na
807,"Senior Data Engineer","$100K-$173K (Glassdoor est.)",NULL,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA","201 - 500",2007,"Company - Private",Internet,"Information Technology","$10 to $25 million (USD)","FLURRY, Chartboost",0,0,100,173,136.5,Tapjoy,CA,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",sr,na
808,"Sr. Data Analyst","$58K-$108K (Glassdoor est.)",NULL,3.2,"DoubleVerify
3.2","New York, NY","New York, NY","201 - 500",2008,"Company - Private",Internet,"Information Technology","Unknown / Non-Applicable",-1,0,0,58,108,83.0,DoubleVerify,NY,13,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,na
809,"Research Scientist or Senior Research Scientist - Computer Vision","$81K-$161K (Glassdoor est.)",NULL,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA","51 - 200",1991,"Subsidiary or Business Segment","Research & Development","Business Services","$5 to $10 million (USD)","Google, Amazon, NVIDIA",0,0,81,161,121.0,"Mitsubishi Electric Research Labs",MA,30,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"other scientist",sr,P
810,"Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad","$53K-$96K (Glassdoor est.)",NULL,3.8,"Fareportal
3.8","New York, NY","New York, NY","1001 - 5000",2002,"Company - Private","Travel Agencies","Travel & Tourism","$2 to $5 billion (USD)","Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,Fareportal,NY,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,na
811,"Data Analyst Chemist - Quality System Contractor","$61K-$110K (Glassdoor est.)",NULL,2.2,"Rodan and Fields, LLC
2.2","San Francisco, CA","San Francisco, CA","501 - 1000",2002,"Company - Private","Beauty & Personal Accessories Stores",Retail,"Unknown / Non-Applicable",-1,0,0,61,110,85.5,"Rodan and Fields, LLC",CA,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
812,"Senior Scientist - Biostatistician","$65K-$96K (Glassdoor est.)",NULL,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC","5001 - 10000",1875,"Company - Private","Consumer Products Manufacturing",Manufacturing,"$10+ billion (USD)",-1,0,0,65,96,80.5,"Reynolds American",NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,M
815,"Research Scientist / Principal Research Scientist - Multiphysical Systems","$115K-$220K (Glassdoor est.)",NULL,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA","51 - 200",1991,"Subsidiary or Business Segment","Research & Development","Business Services","$5 to $10 million (USD)","Google, Amazon, NVIDIA",0,0,115,220,167.5,"Mitsubishi Electric Research Labs",MA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
816,"Research Scientist, Machine Learning Department","$71K-$144K (Glassdoor est.)",NULL,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA","501 - 1000",1984,"College / University","Colleges & Universities",Education,"Unknown / Non-Applicable",-1,0,0,71,144,107.5,"Software Engineering Institute",PA,37,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"machine learning engineer",na,P
817,"Foundational Community Supports Data Analyst","$32K-$57K (Glassdoor est.)",NULL,3.4,"DESC
3.4","Seattle, WA","Seattle, WA","501 - 1000",1979,"Nonprofit Organization","Social Assistance",Non-Profit,"$25 to $50 million (USD)",-1,0,0,32,57,44.5,DESC,WA,42,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
818,"Senior Health Data Analyst, Star Ratings","$79K-$136K (Glassdoor est.)",NULL,3.3,"Johns Hopkins Health Care
3.3","Glen Burnie, MD","Baltimore, MD","1001 - 5000",1889,"Company - Private","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)","MedStar Health, University of Maryland Medical Center, LifeBridge Health",0,0,79,136,107.5,"Johns Hopkins Health Care",MD,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M
819,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology","Employer Provided Salary:$120K-$145K",NULL,-1.0,"Kronos Bio","Cambridge, MA","San Mateo, CA",unknown,-1,"Company - Private",-1,-1,"Unknown / Non-Applicable",-1,0,1,120,145,132.5,"Kronos Bi",MA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
820,"Sr. Data Analyst","$50K-$89K (Glassdoor est.)",NULL,3.7,"Community Behavioral Health
3.7","Philadelphia, PA","Phila, PA","201 - 500",1994,"Company - Private","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)",-1,0,0,50,89,69.5,"Community Behavioral Health",PA,27,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,na
821,"Senior Engineer, Data Management Engineering","$68K-$129K (Glassdoor est.)",NULL,3.5,"Western Digital
3.5","Milpitas, CA","San Jose, CA",10000+,1970,"Company - Public","Computer Hardware & Software","Information Technology","$10+ billion (USD)","Seagate Technology, Toshiba",0,0,68,129,98.5,"Western Digital",CA,51,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,na,sr,na
822,"Quality Control Scientist III- Analytical Development","$48K-$113K (Glassdoor est.)",NULL,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD","201 - 500",1961,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$25 to $50 million (USD)",-1,0,0,48,113,80.5,"Advanced BioScience Laboratories",MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
823,"Clinical Scientist, Clinical Development","$27-$47 Per Hour(Glassdoor est.)",NULL,3.8,"FORMA THERAPEUTICS
3.8","Watertown, MA","Watertown, MA","51 - 200",2008,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10 to $25 million (USD)",-1,1,0,56,97,76.5,"FORMA THERAPEUTICS",MA,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
824,"Software Engineer Staff Scientist: Human Language Technologies","$74K-$124K (Glassdoor est.)",NULL,3.7,"Raytheon
3.7","Cambridge, MD","Waltham, MA",10000+,1922,"Company - Public","Aerospace & Defense","Aerospace & Defense","$10+ billion (USD)",-1,0,0,74,124,99.0,Raytheon,MD,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
825,"Manager, Safety Scientist, Medical Safety & Risk Management","$68K-$125K (Glassdoor est.)",NULL,3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA","501 - 1000",2008,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$50 to $100 million (USD)",-1,0,0,68,125,96.5,"Agios Pharmaceuticals",MA,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data scientist project manager",na,na
826,"Assistant Director/Director, Office of Data Science","$39K-$67K (Glassdoor est.)",NULL,3.3,"Liberty Mutual Insurance
3.3","Boston, MA","Boston, MA",10000+,1912,"Company - Private","Insurance Carriers",Insurance,"$10+ billion (USD)","Travelers, Allstate, State Farm",0,0,39,67,53.0,"Liberty Mutual Insurance",MA,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,M
827,"Sr. Data Engineer | Big Data SaaS Pipeline","$71K-$135K (Glassdoor est.)",NULL,2.7,"Bridg
2.7","Los Angeles, CA","Los Angeles, CA",Jan-50,2011,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",-1,0,0,71,135,103.0,Bridg,CA,10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"data engineer",sr,na
828,"Senior Risk Data Scientist","$107K-$172K (Glassdoor est.)",NULL,3.8,"Bill.com
3.8","Palo Alto, CA","Palo Alto, CA","501 - 1000",2006,"Company - Public","Financial Transaction Processing",Finance,"$50 to $100 million (USD)",-1,0,0,107,172,139.5,Bill.com,CA,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"data scientist",sr,M
